m,TagName,
"2020-12-01 00:00:00","c","2648"
"2020-12-01 00:00:00","c#","5732"
"2020-12-01 00:00:00","c++","4452"
"2020-12-01 00:00:00","delphi","190"
"2020-12-01 00:00:00","go","535"
"2020-12-01 00:00:00","java","7816"
"2020-12-01 00:00:00","javascript","16018"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4789"
"2020-12-01 00:00:00","python","22209"
"2020-12-01 00:00:00","r","4338"
"2020-12-01 00:00:00","ruby","501"
"2020-12-01 00:00:00","swift","2099"
"2021-01-01 00:00:00","assembly","308"
"2021-01-01 00:00:00","c","2569"
"2021-01-01 00:00:00","c#","6183"
"2021-01-01 00:00:00","c++","4106"
"2021-01-01 00:00:00","delphi","199"
"2021-01-01 00:00:00","go","567"
"2021-01-01 00:00:00","java","8021"
"2021-01-01 00:00:00","javascript","16874"
"2021-01-01 00:00:00","perl","145"
"2021-01-01 00:00:00","php","4748"
"2021-01-01 00:00:00","python","22885"
"2021-01-01 00:00:00","r","4338"
"2021-01-01 00:00:00","ruby","523"
"2021-01-01 00:00:00","swift","2319"
"2021-02-01 00:00:00","assembly","244"
"2021-02-01 00:00:00","c","2240"
"2021-02-01 00:00:00","c#","5794"
"2021-02-01 00:00:00","c++","4092"
"2021-02-01 00:00:00","delphi","187"
"2021-02-01 00:00:00","go","568"
"2021-02-01 00:00:00","java","7587"
"2021-02-01 00:00:00","javascript","15270"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4368"
"2021-02-01 00:00:00","python","21413"
"2021-02-01 00:00:00","r","4325"
"2021-02-01 00:00:00","ruby","530"
"2021-02-01 00:00:00","swift","2262"
"2021-03-01 00:00:00","assembly","320"
"2021-03-01 00:00:00","c","2484"
"2021-03-01 00:00:00","c#","6390"
"2021-03-01 00:00:00","c++","4301"
"2021-03-01 00:00:00","delphi","255"
"2021-03-01 00:00:00","go","760"
"2021-03-01 00:00:00","java","8663"
"2021-03-01 00:00:00","javascript","16762"
"2021-03-01 00:00:00","perl","152"
"2021-03-01 00:00:00","php","4748"
"2021-03-01 00:00:00","python","23906"
"2021-03-01 00:00:00","r","5177"
"2021-03-01 00:00:00","ruby","498"
"2021-03-01 00:00:00","swift","2382"
"2021-04-01 00:00:00","assembly","320"
"2021-04-01 00:00:00","c","2300"
"2021-04-01 00:00:00","c#","5898"
"2021-04-01 00:00:00","c++","3942"
"2021-04-01 00:00:00","delphi","171"
"2021-04-01 00:00:00","go","626"
"2021-04-01 00:00:00","java","7919"
"2021-04-01 00:00:00","javascript","15847"
"2021-04-01 00:00:00","perl","137"
"2021-04-01 00:00:00","php","4321"
"2021-04-01 00:00:00","python","22702"
"2021-04-01 00:00:00","r","4797"
"2021-04-01 00:00:00","ruby","518"
"2021-04-01 00:00:00","swift","2110"
"2021-05-01 00:00:00","assembly","300"
"2021-05-01 00:00:00","c","2089"
"2021-05-01 00:00:00","c#","5737"
"2021-05-01 00:00:00","c++","4189"
"2021-05-01 00:00:00","delphi","169"
"2021-05-01 00:00:00","go","643"
"2021-05-01 00:00:00","java","7954"
"2021-05-01 00:00:00","javascript","15818"
"2021-05-01 00:00:00","perl","120"
"2021-05-01 00:00:00","php","4248"
"2021-05-01 00:00:00","python","22424"
"2021-05-01 00:00:00","r","4667"
"2021-05-01 00:00:00","ruby","400"
"2021-05-01 00:00:00","swift","1863"
"2021-06-01 00:00:00","assembly","260"
"2021-06-01 00:00:00","c","1867"
"2021-06-01 00:00:00","c#","5623"
"2021-06-01 00:00:00","c++","3823"
"2021-06-01 00:00:00","delphi","125"
"2021-06-01 00:00:00","go","608"
"2021-06-01 00:00:00","java","7584"
"2021-06-01 00:00:00","javascript","14998"
"2021-06-01 00:00:00","perl","154"
"2021-06-01 00:00:00","php","4075"
"2021-06-01 00:00:00","python","20905"
"2021-06-01 00:00:00","r","4283"
"2021-06-01 00:00:00","ruby","419"
"2021-06-01 00:00:00","swift","1794"
"2021-07-01 00:00:00","assembly","182"
"2021-07-01 00:00:00","c","1621"
"2021-07-01 00:00:00","c#","5204"
"2021-07-01 00:00:00","c++","3502"
"2021-07-01 00:00:00","delphi","140"
"2021-07-01 00:00:00","go","604"
"2021-07-01 00:00:00","java","6949"
"2021-07-01 00:00:00","javascript","14747"
"2021-07-01 00:00:00","perl","138"
"2021-07-01 00:00:00","php","3881"
"2021-07-01 00:00:00","python","20586"
"2021-07-01 00:00:00","r","4044"
"2021-07-01 00:00:00","ruby","445"
"2021-07-01 00:00:00","swift","1968"
"2021-08-01 00:00:00","assembly","162"
"2021-08-01 00:00:00","c","1531"
"2021-08-01 00:00:00","c#","5108"
"2021-08-01 00:00:00","c++","3244"
"2021-08-01 00:00:00","delphi","136"
"2021-08-01 00:00:00","go","746"
"2021-08-01 00:00:00","java","6757"
"2021-08-01 00:00:00","javascript","14651"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","3863"
"2021-08-01 00:00:00","python","19835"
"2021-08-01 00:00:00","r","4033"
"2021-08-01 00:00:00","ruby","447"
"2021-08-01 00:00:00","swift","1894"
"2021-09-01 00:00:00","assembly","193"
"2021-09-01 00:00:00","c","1702"
"2021-09-01 00:00:00","c#","5059"
"2021-09-01 00:00:00","c++","3600"
"2021-09-01 00:00:00","delphi","134"
"2021-09-01 00:00:00","go","620"
"2021-09-01 00:00:00","java","6612"
"2021-09-01 00:00:00","javascript","14424"
"2021-09-01 00:00:00","perl","113"
"2021-09-01 00:00:00","php","3684"
"2021-09-01 00:00:00","python","19029"
"2021-09-01 00:00:00","r","3900"
"2021-09-01 00:00:00","ruby","446"
"2021-09-01 00:00:00","swift","1625"
"2021-10-01 00:00:00","assembly","203"
"2021-10-01 00:00:00","c","2093"
"2021-10-01 00:00:00","c#","5281"
"2021-10-01 00:00:00","c++","3725"
"2021-10-01 00:00:00","delphi","143"
"2021-10-01 00:00:00","go","700"
"2021-10-01 00:00:00","java","6581"
"2021-10-01 00:00:00","javascript","13826"
"2021-10-01 00:00:00","perl","127"
"2021-10-01 00:00:00","php","3581"
"2021-10-01 00:00:00","python","19806"
"2021-10-01 00:00:00","r","4175"
"2021-10-01 00:00:00","ruby","414"
"2021-10-01 00:00:00","swift","1565"
"2021-11-01 00:00:00","assembly","288"
"2021-11-01 00:00:00","c","2210"
"2021-11-01 00:00:00","c#","5601"
"2021-11-01 00:00:00","c++","3822"
"2021-11-01 00:00:00","delphi","140"
"2021-11-01 00:00:00","go","653"
"2021-11-01 00:00:00","java","6915"
"2021-11-01 00:00:00","javascript","13499"
"2021-11-01 00:00:00","perl","78"
"2021-11-01 00:00:00","php","3497"
"2021-11-01 00:00:00","python","20067"
"2021-11-01 00:00:00","r","4025"
"2021-11-01 00:00:00","ruby","393"
"2021-11-01 00:00:00","swift","1535"
"2021-12-01 00:00:00","assembly","266"
"2021-12-01 00:00:00","c","2106"
"2021-12-01 00:00:00","c#","5040"
"2021-12-01 00:00:00","c++","3581"
"2021-12-01 00:00:00","delphi","143"
"2021-12-01 00:00:00","go","727"
"2021-12-01 00:00:00","java","6196"
"2021-12-01 00:00:00","javascript","13090"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3248"
"2021-12-01 00:00:00","python","19072"
"2021-12-01 00:00:00","r","3537"
"2021-12-01 00:00:00","ruby","373"
"2021-12-01 00:00:00","swift","1427"
"2022-01-01 00:00:00","assembly","230"
"2022-01-01 00:00:00","c","1959"
"2022-01-01 00:00:00","c#","5287"
"2022-01-01 00:00:00","c++","3620"
"2022-01-01 00:00:00","delphi","135"
"2022-01-01 00:00:00","go","740"
"2022-01-01 00:00:00","java","6461"
"2022-01-01 00:00:00","javascript","14016"
"2022-01-01 00:00:00","perl","128"
"2022-01-01 00:00:00","php","3401"
"2022-01-01 00:00:00","python","19770"
"2022-01-01 00:00:00","r","3843"
"2022-01-01 00:00:00","ruby","444"
"2022-01-01 00:00:00","swift","1735"
"2022-02-01 00:00:00","assembly","214"
"2022-02-01 00:00:00","c","1681"
"2022-02-01 00:00:00","c#","5120"
"2022-02-01 00:00:00","c++","3203"
"2022-02-01 00:00:00","delphi","167"
"2022-02-01 00:00:00","go","647"
"2022-02-01 00:00:00","java","5963"
"2022-02-01 00:00:00","javascript","12864"
"2022-02-01 00:00:00","perl","96"
"2022-02-01 00:00:00","php","3119"
"2022-02-01 00:00:00","python","19351"
"2022-02-01 00:00:00","r","3911"
"2022-02-01 00:00:00","ruby","406"
"2022-02-01 00:00:00","swift","1605"
"2022-03-01 00:00:00","assembly","241"
"2022-03-01 00:00:00","c","1989"
"2022-03-01 00:00:00","c#","5838"
"2022-03-01 00:00:00","c++","3586"
"2022-03-01 00:00:00","delphi","122"
"2022-03-01 00:00:00","go","780"
"2022-03-01 00:00:00","java","6957"
"2022-03-01 00:00:00","javascript","14210"
"2022-03-01 00:00:00","perl","103"
"2022-03-01 00:00:00","php","3276"
"2022-03-01 00:00:00","python","21669"
"2022-03-01 00:00:00","r","4603"
"2022-03-01 00:00:00","ruby","461"
"2022-03-01 00:00:00","swift","1817"
"2022-04-01 00:00:00","assembly","264"
"2022-04-01 00:00:00","c","1845"
"2022-04-01 00:00:00","c#","5882"
"2022-04-01 00:00:00","c++","3815"
"2022-04-01 00:00:00","delphi","121"
"2022-04-01 00:00:00","go","750"
"2022-04-01 00:00:00","java","7753"
"2022-04-01 00:00:00","javascript","15846"
"2022-04-01 00:00:00","perl","100"
"2022-04-01 00:00:00","php","3758"
"2022-04-01 00:00:00","python","23391"
"2022-04-01 00:00:00","r","4758"
"2022-04-01 00:00:00","ruby","489"
"2022-04-01 00:00:00","swift","1759"
"2022-05-01 00:00:00","assembly","285"
"2022-05-01 00:00:00","c","1897"
"2022-05-01 00:00:00","c#","6227"
"2022-05-01 00:00:00","c++","3839"
"2022-05-01 00:00:00","delphi","129"
"2022-05-01 00:00:00","go","670"
"2022-05-01 00:00:00","java","7790"
"2022-05-01 00:00:00","javascript","15920"
"2022-05-01 00:00:00","perl","94"
"2022-05-01 00:00:00","php","3968"
"2022-05-01 00:00:00","python","22951"
"2022-05-01 00:00:00","r","4808"
"2022-05-01 00:00:00","ruby","499"
"2022-05-01 00:00:00","swift","1730"
"2022-06-01 00:00:00","assembly","247"
"2022-06-01 00:00:00","c","1649"
"2022-06-01 00:00:00","c#","6024"
"2022-06-01 00:00:00","c++","3369"
"2022-06-01 00:00:00","delphi","124"
"2022-06-01 00:00:00","go","731"
"2022-06-01 00:00:00","java","6984"
"2022-06-01 00:00:00","javascript","15079"
"2022-06-01 00:00:00","perl","124"
"2022-06-01 00:00:00","php","3812"
"2022-06-01 00:00:00","python","22109"
"2022-06-01 00:00:00","r","4386"
"2022-06-01 00:00:00","ruby","476"
"2022-06-01 00:00:00","swift","1780"
"2022-07-01 00:00:00","assembly","209"
"2022-07-01 00:00:00","c","1481"
"2022-07-01 00:00:00","c#","5935"
"2022-07-01 00:00:00","c++","3247"
"2022-07-01 00:00:00","delphi","127"
"2022-07-01 00:00:00","go","740"
"2022-07-01 00:00:00","java","6574"
"2022-07-01 00:00:00","javascript","15117"
"2022-07-01 00:00:00","perl","130"
"2022-07-01 00:00:00","php","3744"
"2022-07-01 00:00:00","python","22377"
"2022-07-01 00:00:00","r","4180"
"2022-07-01 00:00:00","ruby","450"
"2022-07-01 00:00:00","swift","1747"
"2022-08-01 00:00:00","assembly","175"
"2022-08-01 00:00:00","c","1502"
"2022-08-01 00:00:00","c#","6303"
"2022-08-01 00:00:00","c++","3229"
"2022-08-01 00:00:00","delphi","133"
"2022-08-01 00:00:00","go","850"
"2022-08-01 00:00:00","java","6497"
"2022-08-01 00:00:00","javascript","15505"
"2022-08-01 00:00:00","perl","117"
"2022-08-01 00:00:00","php","3749"
"2022-08-01 00:00:00","python","21822"
"2022-08-01 00:00:00","r","4336"
"2022-08-01 00:00:00","ruby","477"
"2022-08-01 00:00:00","swift","1739"
"2022-09-01 00:00:00","assembly","191"
"2022-09-01 00:00:00","c","1638"
"2022-09-01 00:00:00","c#","5694"
"2022-09-01 00:00:00","c++","3075"
"2022-09-01 00:00:00","delphi","147"
"2022-09-01 00:00:00","go","841"
"2022-09-01 00:00:00","java","6212"
"2022-09-01 00:00:00","javascript","14195"
"2022-09-01 00:00:00","perl","82"
"2022-09-01 00:00:00","php","3360"
"2022-09-01 00:00:00","python","20105"
"2022-09-01 00:00:00","r","4016"
"2022-09-01 00:00:00","ruby","474"
"2022-09-01 00:00:00","swift","1790"
"2022-10-01 00:00:00","assembly","242"
"2022-10-01 00:00:00","c","2005"
"2022-10-01 00:00:00","c#","5792"
"2022-10-01 00:00:00","c++","3195"
"2022-10-01 00:00:00","delphi","153"
"2022-10-01 00:00:00","go","738"
"2022-10-01 00:00:00","java","6474"
"2022-10-01 00:00:00","javascript","14058"
"2022-10-01 00:00:00","perl","82"
"2022-10-01 00:00:00","php","3360"
"2022-10-01 00:00:00","python","22027"
"2022-10-01 00:00:00","r","4527"
"2022-10-01 00:00:00","ruby","436"
"2022-10-01 00:00:00","swift","1621"
"2022-11-01 00:00:00","assembly","289"
"2022-11-01 00:00:00","c","2185"
"2022-11-01 00:00:00","c#","6036"
"2022-11-01 00:00:00","c++","3304"
"2022-11-01 00:00:00","delphi","116"
"2022-11-01 00:00:00","go","750"
"2022-11-01 00:00:00","java","6797"
"2022-11-01 00:00:00","javascript","14357"
"2022-11-01 00:00:00","perl","110"
"2022-11-01 00:00:00","php","3362"
"2022-11-01 00:00:00","python","22884"
"2022-11-01 00:00:00","r","4628"
"2022-11-01 00:00:00","ruby","466"
"2022-11-01 00:00:00","swift","1674"
"2022-12-01 00:00:00","assembly","284"
"2022-12-01 00:00:00","c","1865"
"2022-12-01 00:00:00","c#","5345"
"2022-12-01 00:00:00","c++","2866"
"2022-12-01 00:00:00","delphi","86"
"2022-12-01 00:00:00","go","632"
"2022-12-01 00:00:00","java","5987"
"2022-12-01 00:00:00","javascript","12560"
"2022-12-01 00:00:00","perl","95"
"2022-12-01 00:00:00","php","2895"
"2022-12-01 00:00:00","python","19344"
"2022-12-01 00:00:00","r","3688"
"2022-12-01 00:00:00","ruby","395"
"2022-12-01 00:00:00","swift","1469"
"2023-01-01 00:00:00","assembly","240"
"2023-01-01 00:00:00","c","1515"
"2023-01-01 00:00:00","c#","5401"
"2023-01-01 00:00:00","c++","2675"
"2023-01-01 00:00:00","delphi","114"
"2023-01-01 00:00:00","go","739"
"2023-01-01 00:00:00","java","5800"
"2023-01-01 00:00:00","javascript","12296"
"2023-01-01 00:00:00","perl","76"
"2023-01-01 00:00:00","php","3096"
"2023-01-01 00:00:00","python","18102"
"2023-01-01 00:00:00","r","3758"
"2023-01-01 00:00:00","ruby","374"
"2023-01-01 00:00:00","swift","1448"
"2023-02-01 00:00:00","assembly","197"
"2023-02-01 00:00:00","c","1335"
"2023-02-01 00:00:00","c#","4877"
"2023-02-01 00:00:00","c++","2317"
"2023-02-01 00:00:00","delphi","134"
"2023-02-01 00:00:00","go","680"
"2023-02-01 00:00:00","java","5346"
"2023-02-01 00:00:00","javascript","10727"
"2023-02-01 00:00:00","perl","82"
"2023-02-01 00:00:00","php","2582"
"2023-02-01 00:00:00","python","16262"
"2023-02-01 00:00:00","r","3851"
"2023-02-01 00:00:00","ruby","343"
"2023-02-01 00:00:00","swift","1337"
